Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
000800002008,8,00080000,Amherst,2008,"2,151,338,800.00","532,496,000.00","14,732,668.00","24,579,604.00","14,732,668.00",4.23%,"11,911,939.00","2,909.00",100%
000800002009,8,00080000,Amherst,2009,"2,151,338,800.00","578,909,000.00","15,691,328.00","24,952,174.26","15,691,328.00",3.69%,"12,589,729.00","2,805.00",100%
000800002010,8,00080000,Amherst,2010,"2,321,406,100.00","655,582,000.00","16,693,013.00","25,762,459.09","16,693,013.00",-2.71%,"16,693,013.00","2,797.00",100%
000800002011,8,00080000,Amherst,2011,"2,321,406,100.00","652,989,000.00","15,796,795.00","24,575,078.25","15,796,795.00",2.69%,"16,738,477.00","2,703.00",100%
000800002012,8,00080000,Amherst,2012,"2,347,712,000.00","603,348,000.00","16,223,713.00","23,864,419.34","16,223,713.00",1.82%,"16,879,236.00","2,556.00",100%
000800002013,8,00080000,Amherst,2013,"2,347,712,000.00","555,714,000.00","16,523,031.00","24,464,756.34","16,523,031.00",3.13%,"17,274,877.00","2,520.00",100%
000800002014,8,00080000,Amherst,2014,"2,222,072,200.00","585,682,000.00","16,948,091.00","24,240,070.53","16,948,091.00",3.51%,"17,741,255.00","2,445.00",100%
000800002015,8,00080000,Amherst,2015,"2,222,072,200.00","607,435,000.00","17,234,177.00","24,125,915.00","17,234,177.00",3.71%,"17,816,817.00","2,408.00",100%
000800002016,8,00080000,Amherst,2016,"2,220,991,600.00","656,983,000.00","18,265,918.00","24,862,521.26","18,265,918.00",3.76%,"18,376,324.00","2,415.00",100%
000800002017,8,00080000,Amherst,2017,"2,220,991,600.00","663,320,000.00","18,172,733.00","24,562,999.12","18,172,733.00",3.48%,"18,299,196.00","2,394.00",100%
000800002018,8,00080000,Amherst,2018,"2,348,821,000.00","697,913,000.00","18,281,147.00","24,754,162.31","18,281,147.00",3.72%,"18,385,964.00","2,347.00",100%
000800002019,8,00080000,Amherst,2019,"2,348,821,000.00","695,780,000.00","18,587,941.00","24,867,770.00","18,587,941.00",4.01%,"18,587,941.00","2,258.00",100%
000800002020,8,00080000,Amherst,2020,"2,516,974,800.00","716,838,000.00","19,437,186.00","26,087,907.99","19,437,186.00",4.23%,"19,374,211.00","2,257.00",100%
000800002021,8,00080000,Amherst,2021,"2,516,974,800.00","772,086,000.00","20,191,326.00","26,191,849.57","20,191,326.00",4.54%,"20,191,326.00","2,228.00",100%
000800002022,8,00080000,Amherst,2022,"2,727,618,700.00","795,343,000.00","20,364,490.00","26,285,881.06","20,364,490.00",0.96%,"20,364,490.00","2,124.00",100%
000800002023,8,00080000,Amherst,2023,"2,727,618,700.00","763,306,000.00","21,518,321.00","27,318,085.50","21,518,321.00",4.50%,"21,280,892.00","2,102.00",100%
000800002024,8,00080000,Amherst,2024,"2,913,802,400.00","825,705,000.00","22,956,334.00","28,354,985.78","22,956,334.00",3.74%,"22,289,606.00","2,052.00",100%
000800002025,8,00080000,Amherst,2025,"2,913,802,400.00","952,563,000.00","25,013,157.00","27,410,644.26","22,613,782.00",3.67%,"22,613,782.00","1,948.00",90%
000800002026,8,00080000,Amherst,2026,"3,668,642,000.00","882,908,000.00","25,758,032.00","29,885,938.09","24,655,899.00",3.94%,"23,730,903.00","2,025.00",96%
000900002007,9,00090000,Andover,2007,"6,525,840,900.00","1,563,118,000.00","47,564,943.00","45,735,964.76","37,732,171.00",5.23%,"44,274,448.00","5,903.00",79%
000900002008,9,00090000,Andover,2008,"7,353,584,000.00","1,837,617,000.00","50,634,012.00","47,866,764.00","39,490,080.00",5.34%,"44,851,548.00","5,895.00",78%
000900002009,9,00090000,Andover,2009,"7,353,584,000.00","1,865,468,000.00","51,871,780.00","51,291,891.83","42,315,811.00",4.49%,"45,364,024.00","5,974.00",82%
000900002010,9,00090000,Andover,2010,"7,757,246,000.00","2,113,647,000.00","54,627,531.00","53,546,860.94","44,176,160.00",3.67%,"46,600,975.00","6,035.00",81%
000900002011,9,00090000,Andover,2011,"7,757,246,000.00","2,307,998,000.00","54,510,152.00","53,117,229.41","43,821,714.00",3.21%,"46,814,321.00","6,097.00",80%
000900002012,9,00090000,Andover,2012,"7,405,664,700.00","2,110,574,000.00","54,212,361.00","54,230,640.66","44,740,279.00",3.42%,"47,680,353.00","6,088.00",83%
000900002013,9,00090000,Andover,2013,"7,405,664,700.00","2,128,414,000.00","58,174,420.00","56,398,788.86","46,529,001.00",3.65%,"48,986,933.00","6,106.00",80%
000900002014,9,00090000,Andover,2014,"7,292,906,600.00","2,294,847,000.00","61,377,743.00","57,710,994.53","47,611,570.00",3.75%,"50,342,087.00","6,137.00",78%
000900002015,9,00090000,Andover,2015,"7,292,906,600.00","2,257,460,000.00","60,550,598.00","57,233,303.00","47,217,475.00",3.81%,"49,738,798.00","6,017.00",78%
000900002016,9,00090000,Andover,2016,"7,120,772,800.00","2,527,715,000.00","64,853,505.00","58,011,803.78","47,859,738.00",4.08%,"49,813,940.00","5,974.00",74%
000900002017,9,00090000,Andover,2017,"7,120,772,800.00","2,447,461,000.00","62,979,658.00","59,005,772.19","48,679,762.00",4.11%,"49,156,992.00","6,007.00",77%
000900002018,9,00090000,Andover,2018,"7,972,993,500.00","2,678,633,000.00","66,465,758.00","59,794,051.07","49,330,092.00",4.40%,"49,628,563.00","5,943.00",74%
000900002019,9,00090000,Andover,2019,"7,972,993,500.00","2,776,034,000.00","69,022,032.00","61,095,946.00","50,404,156.00",4.28%,"50,404,156.00","5,834.00",73%
000900002020,9,00090000,Andover,2020,"8,453,211,200.00","2,659,092,000.00","69,048,699.00","64,458,360.34","53,178,147.00",4.53%,"52,687,464.00","5,866.00",77%
000900002021,9,00090000,Andover,2021,"8,453,211,200.00","3,006,243,000.00","73,734,463.00","64,897,137.55","53,540,138.00",5.28%,"53,540,138.00","5,772.00",73%
000900002022,9,00090000,Andover,2022,"9,328,654,100.00","3,175,310,000.00","76,111,010.00","65,742,561.87","54,237,614.00",3.39%,"54,237,614.00","5,674.00",71%
000900002023,9,00090000,Andover,2023,"9,328,654,100.00","3,191,831,000.00","82,453,689.00","68,577,185.72","56,576,178.00",4.51%,"56,576,178.00","5,552.00",69%
000900002024,9,00090000,Andover,2024,"10,204,123,200.00","3,330,265,000.00","87,117,919.00","73,565,668.95","60,691,677.00",3.92%,"59,359,726.00","5,606.00",70%
000900002025,9,00090000,Andover,2025,"10,204,123,200.00","4,352,871,000.00","102,151,163.00","73,868,962.24","60,941,894.00",3.60%,"60,941,894.00","5,514.00",60%
000900002026,9,00090000,Andover,2026,"13,020,574,200.00","3,678,643,000.00","99,976,424.00","77,212,476.74","63,700,293.00",3.64%,"63,160,179.00","5,512.00",64%
001000002007,10,00100000,Arlington,2007,"6,361,931,000.00","1,403,364,000.00","44,405,477.00","37,078,457.83","30,589,728.00",3.86%,"32,043,226.00","4,635.00",69%
001000002008,10,00100000,Arlington,2008,"7,189,083,600.00","1,464,562,000.00","44,263,672.00","38,235,027.00","31,543,897.00",2.90%,"32,615,334.00","4,598.00",71%
001000002009,10,00100000,Arlington,2009,"7,189,083,600.00","1,585,137,000.00","46,998,622.00","40,270,564.06","33,223,215.00",3.96%,"33,681,285.00","4,620.00",71%
001000002010,10,00100000,Arlington,2010,"7,558,647,700.00","1,731,396,000.00","48,314,316.00","42,292,316.97","34,891,161.00",-0.67%,"34,891,161.00","4,705.00",72%
001000002011,10,00100000,Arlington,2011,"7,558,647,700.00","1,882,166,000.00","48,096,941.00","41,610,746.60","34,328,866.00",1.77%,"35,154,774.00","4,734.00",71%
001000002012,10,00100000,Arlington,2012,"7,388,658,200.00","1,820,712,000.00","49,914,957.00","43,103,838.89","35,560,667.00",2.48%,"35,933,423.00","4,828.00",71%
001000002013,10,00100000,Arlington,2013,"7,388,658,200.00","1,722,515,000.00","51,574,963.00","45,702,617.25","37,704,659.00",3.47%,"37,180,313.00","4,911.00",73%
001000002014,10,00100000,Arlington,2014,"7,527,775,600.00","1,860,034,000.00","55,499,349.00","48,671,566.11","40,154,042.00",2.56%,"38,132,129.00","5,159.00",72%
001000002015,10,00100000,Arlington,2015,"7,527,775,600.00","1,976,501,000.00","57,155,630.00","50,558,254.00","41,710,560.00",3.21%,"39,737,491.00","5,306.00",73%
001000002016,10,00100000,Arlington,2016,"7,913,085,100.00","2,093,883,000.00","61,393,360.00","52,966,429.38","43,697,304.00",3.89%,"41,680,654.00","5,476.00",71%
001000002017,10,00100000,Arlington,2017,"7,913,085,100.00","2,304,468,000.00","63,881,802.00","53,252,938.77","43,933,674.00",4.30%,"43,472,922.00","5,522.00",69%
001000002018,10,00100000,Arlington,2018,"9,073,201,400.00","2,428,958,000.00","66,813,699.00","56,722,274.07","46,795,876.00",3.87%,"45,590,053.00","5,728.00",70%
001000002019,10,00100000,Arlington,2019,"9,073,201,400.00","2,535,701,000.00","69,628,275.00","60,068,067.00","49,556,156.00",4.03%,"47,883,233.00","5,900.00",71%
001000002020,10,00100000,Arlington,2020,"10,614,146,500.00","2,537,927,000.00","74,701,398.00","64,501,529.08","53,213,761.00",3.51%,"50,042,766.00","6,100.00",71%
001000002021,10,00100000,Arlington,2021,"10,614,146,500.00","2,783,875,000.00","78,381,955.00","67,591,544.23","55,763,024.00",3.78%,"52,434,811.00","6,237.00",71%
001000002022,10,00100000,Arlington,2022,"12,795,048,700.00","2,994,953,000.00","85,078,830.00","67,918,037.69","56,032,381.00",2.00%,"54,007,855.00","6,010.00",66%
001000002023,10,00100000,Arlington,2023,"12,795,048,700.00","3,052,960,000.00","92,898,564.00","73,431,127.58","60,580,680.00",3.87%,"56,638,038.00","6,109.00",65%
001000002024,10,00100000,Arlington,2024,"13,535,163,100.00","3,414,061,000.00","100,174,577.00","79,445,107.42","65,542,214.00",3.24%,"59,605,871.00","6,220.00",65%
001000002025,10,00100000,Arlington,2025,"13,535,163,100.00","4,037,248,000.00","110,643,734.00","81,960,405.82","67,617,335.00",3.56%,"62,323,899.00","6,237.00",61%
001000002026,10,00100000,Arlington,2026,"15,892,875,700.00","3,746,889,000.00","110,362,342.00","85,832,975.65","70,812,205.00",3.59%,"65,184,566.00","6,313.00",64%
001100002007,11,00110000,Ashburnham,2007,"511,410,000.00","145,842,000.00","4,108,189.00","8,807,140.00","4,108,189.00",11.38%,"4,640,045.00","1,134.00",100%
001100002008,11,00110000,Ashburnham,2008,"665,392,600.00","148,043,000.00","4,293,926.00","9,179,474.00","4,293,926.00",3.20%,"4,664,876.00","1,131.00",100%
001100002009,11,00110000,Ashburnham,2009,"665,392,600.00","160,579,000.00","4,565,753.00","9,536,733.00","4,565,753.00",7.60%,"4,869,701.00","1,114.00",100%
001100002010,11,00110000,Ashburnham,2010,"734,268,800.00","165,846,000.00","4,658,243.00","9,965,630.44","4,658,243.00",-4.10%,"4,668,273.00","1,128.00",100%
001100002011,11,00110000,Ashburnham,2011,"734,268,800.00","177,117,000.00","4,593,989.00","9,854,459.60","4,593,989.00",2.33%,"4,722,128.00","1,121.00",100%
001100002012,11,00110000,Ashburnham,2012,"670,718,500.00","180,805,000.00","4,758,444.00","9,983,044.00","4,758,444.00",2.51%,"4,824,210.00","1,111.00",100%
001100002013,11,00110000,Ashburnham,2013,"670,718,500.00","167,673,000.00","4,864,148.00","10,054,269.00","4,864,148.00",2.89%,"4,948,708.00","1,073.00",100%
001100002014,11,00110000,Ashburnham,2014,"616,027,200.00","176,386,000.00","4,914,968.00","10,276,425.00","4,914,968.00",3.55%,"5,092,974.00","1,076.00",100%
001100002015,11,00110000,Ashburnham,2015,"616,027,200.00","174,192,000.00","4,865,387.00","10,534,475.00","4,865,387.00",3.44%,"5,066,780.00","1,086.00",100%
001100002016,11,00110000,Ashburnham,2016,"585,465,100.00","179,495,000.00","4,909,213.00","11,111,927.00","4,909,213.00",2.97%,"5,063,238.00","1,121.00",100%
001100002017,11,00110000,Ashburnham,2017,"585,465,100.00","187,496,000.00","4,976,266.00","11,147,635.00","4,976,266.00",4.28%,"5,021,818.00","1,126.00",100%
001100002018,11,00110000,Ashburnham,2018,"600,324,900.00","198,573,000.00","4,960,156.00","11,176,958.68","4,960,156.00",3.97%,"4,999,310.00","1,108.00",100%
001100002019,11,00110000,Ashburnham,2019,"600,324,900.00","215,228,000.00","5,285,797.00","11,901,597.00","5,285,797.00",3.39%,"5,168,787.00","1,140.00",100%
001100002020,11,00110000,Ashburnham,2020,"640,811,300.00","219,074,000.00","5,496,480.00","11,691,780.07","5,496,480.00",4.01%,"5,376,055.00","1,079.00",100%
001100002021,11,00110000,Ashburnham,2021,"640,811,300.00","227,762,000.00","5,587,688.00","12,373,347.30","5,587,688.00",4.28%,"5,587,688.00","1,107.00",100%
001100002022,11,00110000,Ashburnham,2022,"795,346,900.00","231,628,000.00","5,934,022.00","12,472,547.87","5,934,022.00",1.51%,"5,672,062.00","1,073.00",100%
001100002023,11,00110000,Ashburnham,2023,"795,346,900.00","228,935,000.00","6,371,506.00","13,821,949.81","6,371,506.00",3.63%,"5,934,679.00","1,109.00",100%
001100002024,11,00110000,Ashburnham,2024,"852,436,100.00","248,272,000.00","6,818,789.00","15,054,359.00","6,818,789.00",4.42%,"6,256,339.00","1,119.20",100%
001100002025,11,00110000,Ashburnham,2025,"852,436,100.00","252,007,000.00","6,935,980.00","14,307,953.29","6,935,980.00",3.92%,"6,564,150.00","1,047.00",100%
001100002026,11,00110000,Ashburnham,2026,"1,146,544,100.00","262,873,000.00","7,845,035.00","14,937,726.53","7,845,035.00",3.47%,"6,857,568.00","1,054.00",100%
001200002007,12,00120000,Ashby,2007,"277,104,800.00","66,672,000.00","2,024,592.00","4,828,228.66","2,024,592.00",7.94%,"2,245,370.00",616,100%
001200002008,12,00120000,Ashby,2008,"361,633,100.00","72,240,000.00","2,204,005.00","4,909,482.00","2,204,005.00",4.60%,"2,312,494.00",599,100%
001200002009,12,00120000,Ashby,2009,"361,633,100.00","76,203,000.00","2,309,180.00","5,093,371.00","2,309,180.00",3.40%,"2,364,079.00",589,100%
001200002010,12,00120000,Ashby,2010,"378,287,300.00","80,452,000.00","2,325,138.00","5,017,493.85","2,325,138.00",0.94%,"2,377,127.00",557,100%
001200002011,12,00120000,Ashby,2011,"378,287,300.00","84,289,000.00","2,271,552.00","4,865,634.77","2,271,552.00",1.59%,"2,371,912.00",551,100%
001200002012,12,00120000,Ashby,2012,"345,726,700.00","83,750,000.00","2,314,457.00","4,848,005.00","2,314,457.00",2.21%,"2,402,356.00",536,100%
001200002013,12,00120000,Ashby,2013,"345,726,700.00","80,490,000.00","2,411,512.00","4,863,634.00","2,411,512.00",3.25%,"2,470,095.00",515,100%
001200002014,12,00120000,Ashby,2014,"305,479,900.00","81,999,000.00","2,352,830.00","4,905,458.00","2,352,830.00",3.14%,"2,518,432.00",507,100%
001200002015,12,00120000,Ashby,2015,"305,479,900.00","84,967,000.00","2,391,334.00","4,723,789.00","2,391,334.00",2.72%,"2,489,134.00",483,100%
001200002016,12,00120000,Ashby,2016,"288,268,400.00","86,896,000.00","2,395,035.00","4,585,201.00","2,395,035.00",3.08%,"2,480,417.00",460,100%
001200002017,12,00120000,Ashby,2017,"288,268,400.00","88,954,000.00","2,400,730.00","4,444,399.00","2,400,730.00",3.24%,"2,424,738.00",441,100%
001200002018,12,00120000,Ashby,2018,"288,229,500.00","92,062,000.00","2,334,787.00","4,413,058.37","2,334,787.00",3.64%,"2,361,519.00",430,100%
001200002019,12,00120000,Ashby,2019,"288,229,500.00","100,304,000.00","2,494,458.00","4,245,509.00","2,494,458.00",3.59%,"2,446,298.00",400,100%
001200002020,12,00120000,Ashby,2020,"319,398,200.00","99,859,000.00","2,599,773.00","4,394,534.43","2,599,773.00",2.73%,"2,513,082.00",395,100%
001200002021,12,00120000,Ashby,2021,"319,398,200.00","107,391,000.00","2,697,174.00","4,465,945.61","2,697,174.00",3.41%,"2,598,778.00",392,100%
001200002022,12,00120000,Ashby,2022,"366,133,300.00","106,452,000.00","2,729,185.00","4,561,905.07","2,729,185.00",3.98%,"2,702,209.00",386,100%
001200002023,12,00120000,Ashby,2023,"366,133,300.00","123,259,000.00","3,205,454.00","5,470,455.03","3,205,454.00",4.41%,"2,848,398.00",427,100%
001200002024,12,00120000,Ashby,2024,"417,224,700.00","122,739,000.00","3,356,194.00","5,964,707.49","3,356,194.00",4.07%,"2,992,812.00",435.52,100%
001200002025,12,00120000,Ashby,2025,"417,224,700.00","121,033,000.00","3,361,728.00","6,079,883.00","3,361,728.00",4.55%,"3,158,913.00",437,100%
001200002026,12,00120000,Ashby,2026,"545,913,500.00","129,201,000.00","3,798,701.00","6,152,994.35","3,798,701.00",2.46%,"3,299,800.00",422,100%
001300002007,13,00130000,Ashfield,2007,"152,332,600.00","30,731,000.00","1,016,436.00","2,047,923.94","1,016,436.00",6.09%,"1,295,546.00",247,100%
001300002008,13,00130000,Ashfield,2008,"229,678,700.00","33,435,000.00","1,203,421.00","2,203,455.00","1,203,421.00",3.78%,"1,309,244.00",253,100%
001300002009,13,00130000,Ashfield,2009,"229,678,700.00","37,735,000.00","1,300,677.00","2,112,736.47","1,300,677.00",5.04%,"1,350,628.00",230,100%
001300002010,13,00130000,Ashfield,2010,"253,050,400.00","37,580,000.00","1,312,178.00","2,049,421.17","1,312,178.00",0.95%,"1,355,767.00",215,100%
001300002011,13,00130000,Ashfield,2011,"253,050,400.00","40,779,000.00","1,306,022.00","2,119,562.09","1,306,022.00",3.58%,"1,374,819.00",222,100%
001300002012,13,00130000,Ashfield,2012,"241,193,800.00","39,786,000.00","1,341,733.00","2,093,860.68","1,341,733.00",3.39%,"1,405,487.00",216,100%
001300002013,13,00130000,Ashfield,2013,"241,193,800.00","40,055,000.00","1,422,808.00","2,075,571.51","1,422,808.00",3.69%,"1,452,168.00",206,100%
001300002014,13,00130000,Ashfield,2014,"233,744,600.00","41,386,000.00","1,470,543.00","1,913,076.51","1,470,543.00",3.33%,"1,496,028.00",188,100%
001300002015,13,00130000,Ashfield,2015,"233,744,600.00","42,432,000.00","1,488,486.00","1,863,663.00","1,488,486.00",3.61%,"1,519,261.00",182,100%
001300002016,13,00130000,Ashfield,2016,"230,930,200.00","46,582,000.00","1,574,812.00","1,915,718.66","1,574,812.00",4.53%,"1,581,448.00",184,100%
001300002017,13,00130000,Ashfield,2017,"230,930,200.00","45,465,000.00","1,543,998.00","1,960,849.40","1,543,998.00",3.49%,"1,557,894.00",181,100%
001300002018,13,00130000,Ashfield,2018,"241,758,400.00","47,093,000.00","1,529,120.00","1,981,114.40","1,529,120.00",4.92%,"1,544,933.00",182,100%
001300002019,13,00130000,Ashfield,2019,"241,758,400.00","45,081,000.00","1,533,624.00","2,193,057.00","1,533,624.00",3.60%,"1,533,624.00",195,100%
001300002020,13,00130000,Ashfield,2020,"248,466,800.00","45,637,000.00","1,542,348.00","2,072,886.80","1,542,348.00",3.76%,"1,542,348.00",179,100%
001300002021,13,00130000,Ashfield,2021,"248,466,800.00","48,226,000.00","1,592,027.00","1,855,207.19","1,530,546.00",4.07%,"1,530,546.00",158,96%
001300002022,13,00130000,Ashfield,2022,"271,206,700.00","47,427,000.00","1,575,393.00","1,756,665.27","1,449,249.00",3.29%,"1,449,249.00",146,92%
001300002023,13,00130000,Ashfield,2023,"271,206,700.00","47,892,000.00","1,712,747.00","1,924,676.21","1,587,858.00",3.14%,"1,509,247.00",144,93%
001300002024,13,00130000,Ashfield,2024,"293,407,600.00","50,042,000.00","1,804,104.00","2,202,212.00","1,804,104.00",4.55%,"1,608,103.00",149.01,100%
001300002025,13,00130000,Ashfield,2025,"293,407,600.00","82,357,000.00","2,324,620.00","2,352,337.96","1,940,679.00",5.03%,"1,721,153.00",153,83%
001300002026,13,00130000,Ashfield,2026,"400,637,000.00","57,538,000.00","2,202,524.00","2,409,798.66","1,988,084.00",5.12%,"1,826,488.00",148,90%
001400002007,14,00140000,Ashland,2007,"2,031,905,000.00","511,301,000.00","15,211,156.00","19,889,329.38","15,211,156.00",3.70%,"16,357,716.00","2,547.00",100%
001400002008,14,00140000,Ashland,2008,"2,510,645,400.00","556,830,000.00","16,173,939.00","20,803,032.00","16,173,939.00",4.28%,"16,836,854.00","2,550.00",100%
001400002009,14,00140000,Ashland,2009,"2,510,645,400.00","600,292,000.00","17,140,245.00","22,238,890.55","17,140,245.00",4.97%,"17,497,624.00","2,593.00",100%
001400002010,14,00140000,Ashland,2010,"2,651,900,700.00","634,761,000.00","17,359,821.00","22,648,568.78","17,359,821.00",1.59%,"17,713,434.00","2,550.00",100%
001400002011,14,00140000,Ashland,2011,"2,651,900,700.00","681,086,000.00","17,158,256.00","22,402,947.48","17,158,256.00",2.59%,"17,868,025.00","2,569.00",100%
001400002012,14,00140000,Ashland,2012,"2,348,052,100.00","668,996,000.00","17,185,936.00","23,143,666.61","17,185,936.00",2.00%,"18,017,496.00","2,588.00",100%
001400002013,14,00140000,Ashland,2013,"2,348,052,100.00","645,536,000.00","17,972,407.00","24,012,554.79","17,972,407.00",2.94%,"18,460,990.00","2,565.00",100%
