Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
018300002022,183,01830000,Middlefield,2022,"73,050,200.00","9,215,000.00","373,795.00","359,384.16","296,492.00",2.32%,"296,492.00",29,79%
018300002023,183,01830000,Middlefield,2023,"73,050,200.00","10,159,000.00","419,558.00","323,082.51","266,543.00",2.68%,"266,543.00",23,64%
018300002024,183,01830000,Middlefield,2024,"74,262,900.00","9,704,000.00","411,219.00","331,707.29","273,659.00",3.38%,"273,659.00",22.17,67%
018300002025,183,01830000,Middlefield,2025,"74,262,900.00","23,691,000.00","629,105.00","425,235.58","350,819.00",3.66%,"289,148.00",27,56%
018300002026,183,01830000,Middlefield,2026,"84,579,300.00","11,984,000.00","462,421.00","374,128.11","308,656.00",4.28%,"301,524.00",23,67%
018400002007,184,01840000,Middleton,2007,"1,350,234,600.00","248,112,000.00","8,613,512.00","10,997,602.58","8,613,512.00",9.39%,"8,170,362.00","1,446.00",100%
018400002008,184,01840000,Middleton,2008,"1,682,938,300.00","270,857,000.00","9,226,040.00","11,842,226.00","9,226,040.00",8.00%,"8,823,991.00","1,478.00",100%
018400002009,184,01840000,Middleton,2009,"1,682,938,300.00","285,220,000.00","9,666,248.00","12,510,219.78","9,666,248.00",7.50%,"9,485,790.00","1,488.00",100%
018400002010,184,01840000,Middleton,2010,"1,900,260,500.00","316,670,000.00","10,369,903.00","13,094,213.27","10,369,903.00",4.57%,"10,369,903.00","1,504.00",100%
018400002011,184,01840000,Middleton,2011,"1,900,260,500.00","337,102,000.00","10,229,894.00","12,471,764.44","10,229,894.00",4.33%,"10,642,213.00","1,474.00",100%
018400002012,184,01840000,Middleton,2012,"1,732,034,300.00","328,515,000.00","10,261,861.00","12,630,842.60","10,261,861.00",3.52%,"10,865,827.00","1,459.00",100%
018400002013,184,01840000,Middleton,2013,"1,732,034,300.00","319,303,000.00","10,727,863.00","13,287,544.79","10,727,863.00",4.31%,"11,243,202.00","1,475.00",100%
018400002014,184,01840000,Middleton,2014,"1,651,742,000.00","349,936,000.00","11,279,112.00","13,735,278.69","11,279,112.00",4.01%,"11,631,814.00","1,500.00",100%
018400002015,184,01840000,Middleton,2015,"1,651,742,000.00","363,619,000.00","11,482,163.00","13,781,873.00","11,370,045.00",4.01%,"11,734,148.00","1,498.00",99%
018400002016,184,01840000,Middleton,2016,"1,718,243,000.00","402,229,000.00","12,548,055.00","13,710,729.98","11,311,352.00",5.28%,"11,832,532.00","1,461.00",90%
018400002017,184,01840000,Middleton,2017,"1,718,243,000.00","403,668,000.00","12,449,361.00","13,852,726.46","11,428,499.00",4.80%,"11,574,298.00","1,432.00",92%
018400002018,184,01840000,Middleton,2018,"1,895,561,200.00","445,200,000.00","13,071,631.00","13,520,000.01","11,154,000.00",6.39%,"11,327,984.00","1,372.00",85%
018400002019,184,01840000,Middleton,2019,"1,895,561,200.00","479,840,000.00","13,832,572.00","13,803,516.00","11,387,900.00",4.48%,"11,387,900.00","1,348.00",82%
018400002020,184,01840000,Middleton,2020,"2,128,852,700.00","507,988,000.00","14,967,127.00","14,511,077.93","11,971,639.00",5.03%,"11,960,711.00","1,367.00",80%
018400002021,184,01840000,Middleton,2021,"2,128,852,700.00","523,881,000.00","15,226,776.00","14,652,956.18","12,088,689.00",4.79%,"12,088,689.00","1,351.00",79%
018400002022,184,01840000,Middleton,2022,"2,366,454,600.00","561,437,000.00","15,842,145.00","14,870,336.52","12,268,028.00",3.73%,"12,268,028.00","1,320.00",77%
018400002023,184,01840000,Middleton,2023,"2,366,454,600.00","581,197,000.00","17,433,907.00","15,624,992.58","12,890,619.00",4.08%,"12,768,564.00","1,301.00",74%
018400002024,184,01840000,Middleton,2024,"2,600,183,100.00","628,297,000.00","18,821,534.00","16,449,249.57","13,570,631.00",4.27%,"13,313,782.00","1,289.67",72%
018400002025,184,01840000,Middleton,2025,"2,600,183,100.00","767,563,000.00","21,140,581.00","16,568,065.35","13,668,654.00",4.49%,"13,668,654.00","1,264.00",65%
018400002026,184,01840000,Middleton,2026,"3,413,509,300.00","769,812,000.00","23,155,133.00","16,738,149.08","13,808,973.00",4.07%,"13,808,973.00","1,213.00",60%
018500002007,185,01850000,Milford,2007,"2,897,353,600.00","644,952,000.00","20,318,249.00","34,912,781.67","20,318,249.00",6.15%,"23,634,725.00","4,171.00",100%
018500002008,185,01850000,Milford,2008,"3,428,861,900.00","670,322,000.00","20,666,673.00","36,515,342.00","20,666,673.00",5.43%,"23,855,237.00","4,202.00",100%
018500002009,185,01850000,Milford,2009,"3,428,861,900.00","705,093,000.00","21,623,450.00","38,980,960.51","21,623,450.00",4.98%,"23,914,701.00","4,246.00",100%
018500002010,185,01850000,Milford,2010,"3,806,499,500.00","733,776,000.00","22,261,780.00","40,754,724.58","22,261,780.00",1.53%,"23,977,774.00","4,256.00",100%
018500002011,185,01850000,Milford,2011,"3,806,499,500.00","783,822,000.00","21,977,219.00","40,057,293.90","21,977,219.00",2.98%,"23,877,784.00","4,259.00",100%
018500002012,185,01850000,Milford,2012,"3,272,042,800.00","808,168,000.00","22,132,077.00","41,703,153.22","22,132,077.00",2.80%,"24,063,505.00","4,311.00",100%
018500002013,185,01850000,Milford,2013,"3,272,042,800.00","757,546,000.00","22,754,924.00","43,809,259.36","22,754,924.00",3.28%,"24,538,108.00","4,291.00",100%
018500002014,185,01850000,Milford,2014,"3,032,194,500.00","789,936,000.00","22,983,826.00","45,077,920.57","22,983,826.00",3.82%,"25,101,718.00","4,326.00",100%
018500002015,185,01850000,Milford,2015,"3,032,194,500.00","825,214,000.00","23,461,799.00","45,634,859.00","23,461,799.00",3.64%,"24,738,610.00","4,359.00",100%
018500002016,185,01850000,Milford,2016,"2,908,293,100.00","857,822,000.00","23,881,573.00","46,688,442.09","23,881,573.00",3.79%,"24,778,888.00","4,371.00",100%
018500002017,185,01850000,Milford,2017,"2,908,293,100.00","864,876,000.00","23,741,829.00","47,584,713.03","23,741,829.00",4.57%,"24,067,247.00","4,360.00",100%
018500002018,185,01850000,Milford,2018,"3,206,234,500.00","910,696,000.00","24,356,325.00","48,819,999.82","24,356,325.00",4.11%,"24,461,338.00","4,405.00",100%
018500002019,185,01850000,Milford,2019,"3,206,234,500.00","941,585,000.00","25,256,225.00","51,482,191.00","25,256,225.00",3.55%,"25,256,225.00","4,419.00",100%
018500002020,185,01850000,Milford,2020,"3,414,149,500.00","973,555,000.00","26,383,547.00","54,656,412.53","26,383,547.00",3.11%,"26,041,694.00","4,472.00",100%
018500002021,185,01850000,Milford,2021,"3,414,149,500.00","988,471,000.00","26,545,412.00","59,074,135.52","26,545,412.00",3.91%,"26,545,412.00","4,632.00",100%
018500002022,185,01850000,Milford,2022,"3,913,410,800.00","1,006,959,000.00","27,312,924.00","61,090,802.49","27,312,924.00",2.55%,"27,222,320.00","4,574.00",100%
018500002023,185,01850000,Milford,2023,"3,913,410,800.00","1,034,640,000.00","29,950,947.00","69,396,481.23","29,950,947.00",3.89%,"28,281,268.00","4,682.00",100%
018500002024,185,01850000,Milford,2024,"4,423,092,300.00","1,124,382,000.00","32,869,220.00","78,439,815.32","32,869,220.00",4.27%,"29,771,691.00","4,863.00",100%
018500002025,185,01850000,Milford,2025,"4,423,092,300.00","1,203,549,000.00","34,499,939.00","82,340,188.87","34,499,939.00",5.28%,"31,641,353.00","4,839.00",100%
018500002026,185,01850000,Milford,2026,"5,647,615,100.00","1,220,156,000.00","37,470,167.00","90,324,917.98","37,470,167.00",4.21%,"33,289,868.00","4,988.00",100%
018600002007,186,01860000,Millbury,2007,"1,105,282,700.00","285,409,000.00","8,393,023.00","16,318,061.32","8,393,023.00",7.71%,"9,519,965.00","2,064.00",100%
018600002008,186,01860000,Millbury,2008,"1,540,735,800.00","309,751,000.00","9,421,279.00","16,862,035.00","9,421,279.00",8.69%,"10,115,757.00","2,036.00",100%
018600002009,186,01860000,Millbury,2009,"1,540,735,800.00","328,316,000.00","9,895,100.00","17,614,089.68","9,895,100.00",5.74%,"10,431,972.00","2,008.00",100%
018600002010,186,01860000,Millbury,2010,"1,669,831,200.00","342,695,000.00","10,077,348.00","18,124,250.57","10,077,348.00",4.28%,"10,758,293.00","2,007.00",100%
018600002011,186,01860000,Millbury,2011,"1,669,831,200.00","359,537,000.00","9,855,619.00","17,407,538.85","9,855,619.00",3.27%,"10,733,748.00","1,942.00",100%
018600002012,186,01860000,Millbury,2012,"1,510,343,300.00","359,155,000.00","10,012,625.00","17,175,105.29","10,012,625.00",3.22%,"10,866,025.00","1,900.00",100%
018600002013,186,01860000,Millbury,2013,"1,510,343,300.00","344,538,000.00","10,420,610.00","17,645,493.90","10,420,610.00",1.84%,"10,969,158.00","1,861.00",100%
018600002014,186,01860000,Millbury,2014,"1,395,893,800.00","356,969,000.00","10,477,571.00","17,982,397.85","10,477,571.00",3.15%,"11,189,119.00","1,871.00",100%
018600002015,186,01860000,Millbury,2015,"1,395,893,800.00","363,072,000.00","10,546,587.00","18,122,777.00","10,546,587.00",4.18%,"11,101,706.00","1,853.00",100%
018600002016,186,01860000,Millbury,2016,"1,367,184,400.00","384,919,000.00","10,952,848.00","18,265,812.16","10,952,848.00",3.64%,"11,229,328.00","1,832.00",100%
018600002017,186,01860000,Millbury,2017,"1,367,184,400.00","392,303,000.00","10,951,162.00","18,396,014.49","10,951,162.00",3.64%,"11,054,199.00","1,818.00",100%
018600002018,186,01860000,Millbury,2018,"1,531,502,600.00","406,127,000.00","11,222,664.00","18,853,061.84","11,222,664.00",4.46%,"11,271,347.00","1,819.00",100%
018600002019,186,01860000,Millbury,2019,"1,531,502,600.00","430,244,000.00","11,784,780.00","19,553,037.00","11,784,780.00",4.50%,"11,778,558.00","1,831.00",100%
018600002020,186,01860000,Millbury,2020,"1,670,266,000.00","436,734,000.00","12,314,869.00","20,541,738.13","12,314,869.00",4.44%,"12,301,526.00","1,816.00",100%
018600002021,186,01860000,Millbury,2021,"1,670,266,000.00","466,722,000.00","12,744,917.00","21,256,085.91","12,744,917.00",5.23%,"12,744,917.00","1,839.00",100%
018600002022,186,01860000,Millbury,2022,"1,940,073,800.00","495,169,000.00","13,483,149.00","20,723,849.30","13,483,149.00",2.56%,"13,071,187.00","1,729.00",100%
018600002023,186,01860000,Millbury,2023,"1,940,073,800.00","515,196,000.00","14,882,831.00","22,508,508.74","14,882,831.00",6.39%,"14,037,148.00","1,721.00",100%
018600002024,186,01860000,Millbury,2024,"2,138,952,900.00","546,244,000.00","15,933,580.00","24,190,663.87","15,933,580.00",3.33%,"14,644,956.00","1,731.00",100%
018600002025,186,01860000,Millbury,2025,"2,138,952,900.00","588,539,000.00","16,777,023.00","25,104,349.82","16,777,023.00",4.26%,"15,415,281.00","1,737.00",100%
018600002026,186,01860000,Millbury,2026,"2,762,065,900.00","620,627,000.00","18,700,476.00","25,348,387.85","18,700,476.00",4.37%,"16,397,235.00","1,676.00",100%
018700002007,187,01870000,Millis,2007,"957,825,200.00","227,202,000.00","6,945,052.00","10,119,156.54","6,945,052.00",6.07%,"7,905,374.00","1,299.00",100%
018700002008,187,01870000,Millis,2008,"1,125,903,700.00","241,295,000.00","7,120,434.00","10,866,686.00","7,120,434.00",2.77%,"7,873,374.00","1,315.00",100%
018700002009,187,01870000,Millis,2009,"1,125,903,700.00","276,940,000.00","7,806,983.00","11,904,675.68","7,806,983.00",3.70%,"8,046,646.00","1,366.00",100%
018700002010,187,01870000,Millis,2010,"1,194,143,900.00","269,316,000.00","7,569,727.00","12,557,428.51","7,569,727.00",0.63%,"8,018,199.00","1,398.00",100%
018700002011,187,01870000,Millis,2011,"1,194,143,900.00","288,047,000.00","7,471,233.00","12,109,067.40","7,471,233.00",1.61%,"7,944,474.00","1,361.00",100%
018700002012,187,01870000,Millis,2012,"1,122,150,300.00","274,990,000.00","7,558,417.00","12,532,575.78","7,558,417.00",2.49%,"8,025,516.00","1,390.00",100%
018700002013,187,01870000,Millis,2013,"1,122,150,300.00","268,202,000.00","7,939,278.00","12,984,483.27","7,939,278.00",4.08%,"8,290,905.00","1,393.00",100%
018700002014,187,01870000,Millis,2014,"1,059,792,500.00","274,810,000.00","8,013,341.00","12,985,258.11","8,013,341.00",3.76%,"8,514,248.00","1,374.00",100%
018700002015,187,01870000,Millis,2015,"1,059,792,500.00","291,434,000.00","8,245,714.00","12,928,240.00","8,245,714.00",5.17%,"8,600,075.00","1,345.00",100%
018700002016,187,01870000,Millis,2016,"1,042,625,800.00","298,100,000.00","8,420,776.00","12,758,965.69","8,420,776.00",3.22%,"8,648,887.00","1,312.00",100%
018700002017,187,01870000,Millis,2017,"1,042,625,800.00","304,170,000.00","8,424,897.00","12,414,299.09","8,424,897.00",4.02%,"8,510,648.00","1,276.00",100%
018700002018,187,01870000,Millis,2018,"1,158,638,500.00","330,097,000.00","8,815,881.00","12,344,626.37","8,815,881.00",4.88%,"8,832,394.00","1,236.00",100%
018700002019,187,01870000,Millis,2019,"1,158,638,500.00","336,387,000.00","9,071,434.00","12,823,596.00","9,071,434.00",4.41%,"9,071,434.00","1,229.00",100%
018700002020,187,01870000,Millis,2020,"1,247,044,700.00","344,341,000.00","9,468,147.00","13,389,620.36","9,468,147.00",5.16%,"9,468,147.00","1,215.00",100%
018700002021,187,01870000,Millis,2021,"1,247,044,700.00","363,951,000.00","9,737,544.00","13,174,828.81","9,737,544.00",5.73%,"9,737,544.00","1,169.00",100%
018700002022,187,01870000,Millis,2022,"1,417,727,000.00","386,007,000.00","10,195,945.00","13,151,524.57","10,195,945.00",3.71%,"10,098,807.00","1,121.00",100%
018700002023,187,01870000,Millis,2023,"1,417,727,000.00","400,704,000.00","11,244,915.00","14,156,924.16","11,244,915.00",6.75%,"10,881,464.00","1,125.00",100%
018700002024,187,01870000,Millis,2024,"1,670,717,600.00","441,305,000.00","12,670,005.00","14,984,763.95","12,362,430.00",7.24%,"11,778,097.00","1,134.00",98%
018700002025,187,01870000,Millis,2025,"1,670,717,600.00","529,663,000.00","14,105,652.00","15,286,477.59","12,611,344.00",7.41%,"12,611,344.00","1,128.00",89%
018700002026,187,01870000,Millis,2026,"2,230,073,300.00","550,460,000.00","15,873,715.00","16,018,813.54","13,215,521.00",6.41%,"13,215,521.00","1,136.00",83%
018800002007,188,01880000,Millville,2007,"240,555,200.00","67,160,000.00","1,908,904.00","5,014,715.66","1,908,904.00",6.05%,"1,393,908.00",635,100%
018800002008,188,01880000,Millville,2008,"312,077,700.00","69,889,000.00","2,021,085.00","5,229,351.00","2,021,085.00",6.41%,"1,511,137.00",631,100%
018800002009,188,01880000,Millville,2009,"312,077,700.00","73,560,000.00","2,114,110.00","5,653,296.45","2,114,110.00",2.51%,"1,564,178.00",642,100%
018800002010,188,01880000,Millville,2010,"354,294,700.00","75,454,000.00","2,179,235.00","5,799,812.78","2,179,235.00",-0.23%,"1,782,312.00",633,100%
018800002011,188,01880000,Millville,2011,"354,294,700.00","81,831,000.00","2,166,993.00","5,811,789.25","2,166,993.00",2.62%,"1,846,832.00",648,100%
018800002012,188,01880000,Millville,2012,"314,755,700.00","83,023,000.00","2,206,323.00","5,981,741.49","2,206,323.00",1.93%,"1,900,944.00",646,100%
018800002013,188,01880000,Millville,2013,"314,755,700.00","80,378,000.00","2,309,939.00","6,115,598.84","2,309,939.00",2.92%,"1,975,461.00",636,100%
018800002014,188,01880000,Millville,2014,"296,737,700.00","85,239,000.00","2,371,759.00","6,005,479.12","2,371,759.00",2.65%,"2,047,567.00",613,100%
018800002015,188,01880000,Millville,2015,"296,737,700.00","87,032,000.00","2,390,858.00","5,745,314.00","2,390,858.00",2.38%,"2,116,775.00",581,100%
018800002016,188,01880000,Millville,2016,"252,391,100.00","87,514,000.00","2,267,647.00","5,657,809.76","2,267,647.00",2.84%,"2,176,891.00",557,100%
018800002017,188,01880000,Millville,2017,"252,391,100.00","91,361,000.00","2,300,078.00","5,556,187.28","2,300,078.00",3.57%,"2,254,606.00",549,100%
018800002018,188,01880000,Millville,2018,"287,812,000.00","95,433,000.00","2,381,335.00","5,500,981.36","2,381,335.00",3.26%,"2,328,106.00",530,100%
018800002019,188,01880000,Millville,2019,"287,812,000.00","96,628,000.00","2,440,335.00","5,702,542.00","2,440,335.00",4.18%,"2,425,421.00",529,100%
018800002020,188,01880000,Millville,2020,"315,022,800.00","98,619,000.00","2,566,076.00","5,903,772.27","2,566,076.00",2.80%,"2,493,333.00",528,100%
018800002021,188,01880000,Millville,2021,"315,022,800.00","103,278,000.00","2,622,361.00","5,696,882.05","2,622,361.00",3.00%,"2,568,133.00",495,100%
018800002022,188,01880000,Millville,2022,"337,150,600.00","104,640,000.00","2,607,065.00","5,538,611.58","2,607,065.00",3.72%,"2,607,065.00",462,100%
018800002023,188,01880000,Millville,2023,"337,150,600.00","107,806,000.00","2,864,899.00","5,686,890.29","2,864,899.00",3.40%,"2,721,776.00",439,100%
018800002024,188,01880000,Millville,2024,"387,116,000.00","116,189,000.00","3,149,371.00","5,982,501.57","3,149,371.00",3.45%,"2,842,895.00",433.35,100%
018800002025,188,01880000,Millville,2025,"387,116,000.00","121,102,000.00","3,245,123.00","6,176,474.74","3,245,123.00",3.87%,"2,981,344.00",434,100%
018800002026,188,01880000,Millville,2026,"476,197,900.00","126,980,000.00","3,537,754.00","6,444,121.40","3,537,754.00",2.87%,"3,096,722.00",426,100%
018900002007,189,01890000,Milton,2007,"4,066,814,900.00","1,082,158,000.00","31,403,605.00","27,803,116.64","22,937,571.00",6.51%,"26,181,808.00","3,592.00",73%
018900002008,189,01890000,Milton,2008,"4,918,860,200.00","1,215,017,000.00","33,645,728.00","29,877,439.00","24,648,887.00",4.40%,"26,662,577.00","3,656.00",73%
018900002009,189,01890000,Milton,2009,"4,918,860,200.00","1,430,599,000.00","37,541,479.00","31,870,768.95","26,293,384.00",2.49%,"26,985,554.00","3,712.00",70%
018900002010,189,01890000,Milton,2010,"4,949,755,300.00","1,442,219,000.00","36,257,804.00","33,912,734.85","27,978,006.00",0.86%,"27,978,006.00","3,785.00",77%
018900002011,189,01890000,Milton,2011,"4,949,755,300.00","2,266,724,000.00","45,645,615.00","33,757,511.42","27,849,947.00",2.61%,"28,450,747.00","3,844.00",61%
018900002012,189,01890000,Milton,2012,"4,827,150,700.00","1,451,761,000.00","36,450,070.00","34,164,816.98","28,185,974.00",2.32%,"28,925,839.00","3,841.00",77%
018900002013,189,01890000,Milton,2013,"4,827,150,700.00","1,302,013,000.00","36,543,370.00","35,324,984.41","29,143,112.00",2.33%,"29,531,306.00","3,809.00",80%
018900002014,189,01890000,Milton,2014,"4,580,978,800.00","1,401,947,000.00","37,943,355.00","36,086,721.52","29,771,545.00",3.42%,"30,425,817.00","3,841.00",78%
018900002015,189,01890000,Milton,2015,"4,580,978,800.00","1,568,840,000.00","40,313,985.00","35,907,493.00","29,623,682.00",2.56%,"30,414,200.00","3,814.00",73%
018900002016,189,01890000,Milton,2016,"4,586,795,600.00","1,721,607,000.00","43,169,352.00","37,373,194.89","30,832,886.00",4.01%,"31,233,347.00","3,914.00",71%
018900002017,189,01890000,Milton,2017,"4,586,795,600.00","1,711,325,000.00","42,549,714.00","38,144,177.29","31,468,946.00",3.09%,"31,578,373.00","3,973.00",74%
018900002018,189,01890000,Milton,2018,"5,448,423,500.00","1,682,923,000.00","43,317,791.00","40,539,480.97","33,445,072.00",3.94%,"32,822,561.00","4,144.00",77%
018900002019,189,01890000,Milton,2019,"5,448,423,500.00","1,805,610,000.00","45,859,052.00","42,842,655.00","35,345,190.00",3.51%,"34,302,859.00","4,217.00",77%
018900002020,189,01890000,Milton,2020,"6,039,459,500.00","1,887,787,000.00","49,152,270.00","45,226,902.54","37,312,195.00",4.15%,"36,069,457.00","4,264.00",76%
018900002021,189,01890000,Milton,2021,"6,039,459,500.00","2,058,190,000.00","51,395,333.00","47,659,099.52","39,318,757.00",4.19%,"37,941,462.00","4,415.00",77%
018900002022,189,01890000,Milton,2022,"6,817,342,900.00","2,084,927,000.00","52,276,725.00","48,968,028.80","40,398,624.00",3.00%,"39,459,121.00","4,386.00",77%
018900002023,189,01890000,Milton,2023,"6,817,342,900.00","2,228,818,000.00","58,675,368.00","52,198,263.78","43,063,568.00",3.61%,"41,278,186.00","4,362.00",73%
018900002024,189,01890000,Milton,2024,"7,603,573,400.00","2,350,018,000.00","62,899,345.00","55,242,350.59","45,574,939.00",3.87%,"43,288,434.00","4,353.00",72%
018900002025,189,01890000,Milton,2025,"7,603,573,400.00","2,853,979,000.00","70,542,441.00","56,631,891.70","46,721,311.00",4.16%,"45,522,117.00","4,346.00",66%
018900002026,189,01890000,Milton,2026,"9,321,873,200.00","2,722,292,000.00","72,967,905.00","59,451,380.22","49,047,389.00",3.76%,"47,688,970.00","4,403.00",67%
019000002007,190,01900000,Monroe,2007,"15,112,000.00","783,000.00","63,891.00","92,255.83","63,891.00",-0.29%,"103,393.00",13,100%
019000002008,190,01900000,Monroe,2008,"18,280,300.00","767,000.00","65,895.00","109,956.00","65,895.00",3.55%,"96,771.00",13,100%
019000002009,190,01900000,Monroe,2009,"18,280,300.00","689,000.00","67,509.00","145,685.94","67,509.00",0.37%,"87,354.00",16,100%
019000002010,190,01900000,Monroe,2010,"21,238,900.00","807,000.00","74,979.00","142,625.84","74,979.00",-1.83%,"84,139.00",16,100%
019000002011,190,01900000,Monroe,2011,"21,238,900.00","720,000.00","72,640.00","101,521.79","72,640.00",3.27%,"82,615.00",14,100%
019000002012,190,01900000,Monroe,2012,"22,715,100.00","721,000.00","82,058.00","94,285.97","77,786.00",-0.19%,"81,524.00",13,95%
019000002013,190,01900000,Monroe,2013,"22,715,100.00","676,000.00","84,073.00","136,502.20","84,073.00",0.37%,"81,826.00",15,100%
019000002014,190,01900000,Monroe,2014,"22,586,600.00","685,000.00","90,925.00","99,585.74","82,158.00",-0.08%,"81,761.00",13,90%
019000002015,190,01900000,Monroe,2015,"22,586,600.00","671,000.00","92,005.00","95,101.00","78,458.00",-0.10%,"80,069.00",10,85%
019000002016,190,01900000,Monroe,2016,"22,644,600.00","695,000.00","96,603.00","119,526.78","96,603.00",0.16%,"81,798.00",12,100%
019000002017,190,01900000,Monroe,2017,"22,644,600.00","806,000.00","97,711.00","127,544.68","97,711.00",3.47%,"86,272.00",13,100%
019000002018,190,01900000,Monroe,2018,"26,041,800.00","696,000.00","102,354.00","166,556.02","102,354.00",7.67%,"93,752.00",16,100%
019000002019,190,01900000,Monroe,2019,"26,041,800.00","963,000.00","109,506.00","135,839.00","109,506.00",4.98%,"100,296.00",14,100%
019000002020,190,01900000,Monroe,2020,"24,977,400.00","1,023,000.00","101,644.00","136,649.66","101,644.00",0.30%,"100,597.00",15,100%
019000002021,190,01900000,Monroe,2021,"24,977,400.00","1,110,000.00","106,466.00","184,982.39","106,466.00",-2.68%,"98,907.00",17,100%
019000002022,190,01900000,Monroe,2022,"28,214,600.00","1,281,000.00","112,026.00","203,219.94","112,026.00",3.99%,"103,842.00",17,100%
019000002023,190,01900000,Monroe,2023,"28,214,600.00","982,000.00","117,211.00","286,120.86","117,211.00",3.21%,"108,213.00",25,100%
019000002024,190,01900000,Monroe,2024,"31,522,700.00","736,000.00","122,686.00","308,805.44","122,686.00",3.33%,"112,898.00",23,100%
019000002025,190,01900000,Monroe,2025,"31,522,700.00","1,142,000.00","139,460.00","259,171.20","139,460.00",3.33%,"118,916.00",21,100%
019000002026,190,01900000,Monroe,2026,"34,088,300.00","648,000.00","120,717.00","302,949.60","120,717.00",2.38%,"120,717.00",23,100%
019100002007,191,01910000,Monson,2007,"559,386,600.00","179,323,000.00","4,816,436.00","13,156,608.53","4,816,436.00",7.98%,"5,343,469.00","1,655.00",100%
019100002008,191,01910000,Monson,2008,"707,435,400.00","190,091,000.00","5,081,101.00","13,268,691.00","5,081,101.00",4.04%,"5,439,784.00","1,610.00",100%
019100002009,191,01910000,Monson,2009,"707,435,400.00","201,765,000.00","5,337,241.00","13,982,120.00","5,337,241.00",4.23%,"5,560,114.00","1,597.00",100%
019100002010,191,01910000,Monson,2010,"849,262,700.00","209,195,000.00","5,648,016.00","14,043,938.90","5,648,016.00",-0.47%,"5,644,504.00","1,546.00",100%
019100002011,191,01910000,Monson,2011,"849,262,700.00","216,221,000.00","5,468,955.00","13,560,209.91","5,468,955.00",1.84%,"5,664,541.00","1,505.00",100%
019100002012,191,01910000,Monson,2012,"784,919,400.00","217,668,000.00","5,657,635.00","13,433,601.35","5,657,635.00",2.18%,"5,761,949.00","1,456.00",100%
019100002013,191,01910000,Monson,2013,"784,919,400.00","206,447,000.00","5,857,215.00","13,531,866.58","5,857,215.00",2.45%,"5,896,232.00","1,398.00",100%
019100002014,191,01910000,Monson,2014,"756,864,900.00","215,319,000.00","6,017,134.00","13,118,143.35","6,017,134.00",3.36%,"6,082,763.00","1,324.00",100%
019100002015,191,01910000,Monson,2015,"756,864,900.00","216,936,000.00","6,021,852.00","12,509,271.00","6,021,852.00",3.08%,"6,145,982.00","1,255.00",100%
019100002016,191,01910000,Monson,2016,"765,209,100.00","222,600,000.00","6,237,205.00","12,388,400.68","6,237,205.00",3.65%,"6,303,758.00","1,206.00",100%
019100002017,191,01910000,Monson,2017,"765,209,100.00","228,584,000.00","6,261,833.00","11,760,115.61","6,261,833.00",4.32%,"6,308,970.00","1,130.00",100%
019100002018,191,01910000,Monson,2018,"771,423,700.00","233,896,000.00","6,070,765.00","11,399,865.83","6,070,765.00",3.77%,"6,142,173.00","1,066.00",100%
019100002019,191,01910000,Monson,2019,"771,423,700.00","248,153,000.00","6,385,774.00","11,223,013.00","6,385,774.00",3.33%,"6,346,707.00","1,020.00",100%
019100002020,191,01910000,Monson,2020,"814,480,800.00","248,375,000.00","6,535,612.00","11,773,914.84","6,535,612.00",4.08%,"6,535,612.00","1,016.00",100%
019100002021,191,01910000,Monson,2021,"814,480,800.00","260,746,000.00","6,690,078.00","12,036,004.00","6,690,078.00",3.22%,"6,690,078.00","1,013.00",100%
019100002022,191,01910000,Monson,2022,"853,970,900.00","277,987,000.00","6,787,235.00","11,753,550.91","6,787,235.00",2.89%,"6,787,235.00",955,100%
019100002023,191,01910000,Monson,2023,"853,970,900.00","276,677,000.00","7,311,611.00","12,543,243.33","7,311,611.00",4.51%,"7,093,339.00",926,100%
019100002024,191,01910000,Monson,2024,"925,835,900.00","290,111,000.00","7,719,619.00","13,125,173.99","7,719,619.00",3.15%,"7,387,712.00",893,100%
019100002025,191,01910000,Monson,2025,"925,835,900.00","303,232,000.00","7,955,778.00","13,766,041.74","7,955,778.00",3.88%,"7,674,355.00",904,100%
019100002026,191,01910000,Monson,2026,"1,167,651,300.00","329,203,000.00","8,954,823.00","13,964,190.31","8,954,823.00",4.11%,"8,066,515.00",873,100%
019200002007,192,01920000,Montague,2007,"556,402,100.00","146,567,000.00","4,272,216.00","9,576,128.00","4,272,216.00",8.11%,"4,758,209.00","1,110.00",100%
019200002008,192,01920000,Montague,2008,"671,465,900.00","153,051,000.00","4,390,817.00","9,875,468.00","4,390,817.00",3.18%,"4,779,844.00","1,082.00",100%
019200002009,192,01920000,Montague,2009,"671,465,900.00","156,507,000.00","4,521,257.00","9,933,113.49","4,521,257.00",3.48%,"4,805,957.00","1,038.00",100%
019200002010,192,01920000,Montague,2010,"765,320,700.00","167,146,000.00","4,769,664.00","9,935,115.76","4,769,664.00",0.35%,"4,814,812.00","1,003.00",100%
019200002011,192,01920000,Montague,2011,"765,320,700.00","168,627,000.00","4,569,631.00","10,062,240.04","4,569,631.00",3.23%,"4,850,120.00","1,016.00",100%
